,revenue_category,year,power_code_code,value,mean_value
1516,Total non-tax revenue excluding grants,2004,600000,0.16291778782661573,0.3607121329077996
1517,Total non-tax revenue excluding grants,2005,600000,0.176493520066367,0.3607121329077996
1518,Total non-tax revenue excluding grants,2006,600000,0.26714878419673277,0.3607121329077996
1519,Total non-tax revenue excluding grants,2007,600000,0.27563217919490507,0.3607121329077996
1520,Total non-tax revenue excluding grants,2008,600000,0.31744559050979876,0.3607121329077996
1521,Total non-tax revenue excluding grants,2009,600000,0.32284766042817514,0.3607121329077996
1522,Total non-tax revenue excluding grants,2010,600000,0.2614711852100397,0.3607121329077996
1523,Total non-tax revenue excluding grants,2011,600000,0.24424936830835653,0.3607121329077996
1524,Total non-tax revenue excluding grants,2012,600000,0.39965476357755747,0.3607121329077996
1525,Total non-tax revenue excluding grants,2013,600000,0.4127979501837443,0.3607121329077996
1526,Total non-tax revenue excluding grants,2014,600000,0.4701917052249013,0.3607121329077996
1527,Total non-tax revenue excluding grants,2015,600000,0.4439579375624128,0.3607121329077996
1528,Total non-tax revenue excluding grants,2016,600000,0.35480533196252206,0.3607121329077996
1529,Total non-tax revenue excluding grants,2017,600000,0.43251818066806047,0.3607121329077996
1530,Total non-tax revenue excluding grants,2018,600000,0.40924957583025007,0.3607121329077996
1531,Total non-tax revenue excluding grants,2019,600000,0.42703660236154917,0.3607121329077996
1532,Total non-tax revenue excluding grants,2020,600000,0.5834374526512547,0.3607121329077996
1533,Total non-tax revenue excluding grants,2021,600000,0.5207973441198047,0.3607121329077996
1534,Total tax and non-tax revenue excluding grants,2004,600000,0.23524411825447583,0.5764917921062894
1535,Total tax and non-tax revenue excluding grants,2005,600000,0.2541121088274813,0.5764917921062894
1536,Total tax and non-tax revenue excluding grants,2006,600000,0.3443503789649808,0.5764917921062894
1537,Total tax and non-tax revenue excluding grants,2007,600000,0.36746911799194815,0.5764917921062894
1538,Total tax and non-tax revenue excluding grants,2008,600000,0.42891905095987626,0.5764917921062894
1539,Total tax and non-tax revenue excluding grants,2009,600000,0.45261855125715766,0.5764917921062894
1540,Total tax and non-tax revenue excluding grants,2010,600000,0.40812160682952053,0.5764917921062894
1541,Total tax and non-tax revenue excluding grants,2011,600000,0.41398862580002194,0.5764917921062894
1542,Total tax and non-tax revenue excluding grants,2012,600000,0.5766367851808366,0.5764917921062894
1543,Total tax and non-tax revenue excluding grants,2013,600000,0.639205136141863,0.5764917921062894
1544,Total tax and non-tax revenue excluding grants,2014,600000,0.7293342447628225,0.5764917921062894
1545,Total tax and non-tax revenue excluding grants,2015,600000,0.7376010669125593,0.5764917921062894
1546,Total tax and non-tax revenue excluding grants,2016,600000,0.6545772579007085,0.5764917921062894
1547,Total tax and non-tax revenue excluding grants,2017,600000,0.737301685327802,0.5764917921062894
1548,Total tax and non-tax revenue excluding grants,2018,600000,0.7737349790402888,0.5764917921062894
1549,Total tax and non-tax revenue excluding grants,2019,600000,0.7894617882186571,0.5764917921062894
1550,Total tax and non-tax revenue excluding grants,2020,600000,0.9220165227431494,0.5764917921062894
1551,Total tax and non-tax revenue excluding grants,2021,600000,0.9121592327990603,0.5764917921062894
1552,Total tax and non-tax revenue excluding grants,2004,600000,0.23524411825447583,0.5764917921062894
1553,Total tax and non-tax revenue excluding grants,2005,600000,0.2541121088274813,0.5764917921062894
1554,Total tax and non-tax revenue excluding grants,2006,600000,0.3443503789649808,0.5764917921062894
1555,Total tax and non-tax revenue excluding grants,2007,600000,0.36746911799194815,0.5764917921062894
1556,Total tax and non-tax revenue excluding grants,2008,600000,0.42891905095987626,0.5764917921062894
1557,Total tax and non-tax revenue excluding grants,2009,600000,0.45261855125715766,0.5764917921062894
1558,Total tax and non-tax revenue excluding grants,2010,600000,0.40812160682952053,0.5764917921062894
1559,Total tax and non-tax revenue excluding grants,2011,600000,0.41398862580002194,0.5764917921062894
1560,Total tax and non-tax revenue excluding grants,2012,600000,0.5766367851808366,0.5764917921062894
1561,Total tax and non-tax revenue excluding grants,2013,600000,0.639205136141863,0.5764917921062894
1562,Total tax and non-tax revenue excluding grants,2014,600000,0.7293342447628225,0.5764917921062894
1563,Total tax and non-tax revenue excluding grants,2015,600000,0.7376010669125593,0.5764917921062894
1564,Total tax and non-tax revenue excluding grants,2016,600000,0.5115888926281723,0.5764917921062894
1565,Total tax and non-tax revenue excluding grants,2017,600000,0.737301685327802,0.5764917921062894
1566,Total tax and non-tax revenue excluding grants,2018,600000,0.7737349790402888,0.5764917921062894
1567,Total tax and non-tax revenue excluding grants,2019,600000,0.7894617882186571,0.5764917921062894
1568,Total tax and non-tax revenue excluding grants,2020,600000,0.9220165227431494,0.5764917921062894
1569,Total tax and non-tax revenue excluding grants,2021,600000,0.8258870910881099,0.5764917921062894
1570,Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,600000,0.045049592732033225,0.0481663115458681
1571,Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04599830282094761,0.0481663115458681
1572,Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04579766165330442,0.0481663115458681
1573,Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,600000,0.046879095744601064,0.0481663115458681
1574,Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,600000,0.047078366767693995,0.0481663115458681
1575,Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,600000,0.048287094288447435,0.0481663115458681
1576,Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04883055162319625,0.0481663115458681
1577,Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04793550719600918,0.0481663115458681
1578,Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04851486831860762,0.0481663115458681
1579,Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,600000,0.049406312365954615,0.0481663115458681
1580,Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,600000,0.048760344216314824,0.0481663115458681
1581,Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,600000,0.04845226171361079,0.0481663115458681
1582,Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04774611721536623,0.0481663115458681
1583,Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,600000,0.052906181602159034,0.0481663115458681
1584,Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,600000,0.047424353269269914,0.0481663115458681
1585,Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04609126262820728,0.0481663115458681
1586,Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04599830282094761,0.0481663115458681
1587,Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04621132529481861,0.0481663115458681
1588,Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,600000,0.046879095744601064,0.0481663115458681
1589,Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,600000,0.047078366767693995,0.0481663115458681
1590,Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,600000,0.048287094288447435,0.0481663115458681
1591,Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04805426972545604,0.0481663115458681
1592,Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04793550719600918,0.0481663115458681
1593,Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04851486831860762,0.0481663115458681
1594,Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,600000,0.049406312365954615,0.0481663115458681
1595,Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,600000,0.04965037811489112,0.0481663115458681
1596,Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,600000,0.04845226171361079,0.0481663115458681
1597,Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04971884533818319,0.0481663115458681
1598,Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,600000,0.052906181602159034,0.0481663115458681
1599,Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,600000,0.047424353269269914,0.0481663115458681
1600,Import duties collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04624117844432588,0.04727437077945057
1601,Import duties collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04421656484759143,0.04727437077945057
1602,Import duties collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04422116533294263,0.04727437077945057
1603,Import duties collected on behalf of the SACU Common Revenue Pool,2007,600000,0.044884685334302774,0.04727437077945057
1604,Import duties collected on behalf of the SACU Common Revenue Pool,2008,600000,0.04515463381386736,0.04727437077945057
1605,Import duties collected on behalf of the SACU Common Revenue Pool,2009,600000,0.044606856023310465,0.04727437077945057
1606,Import duties collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04495344258819306,0.04727437077945057
1607,Import duties collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04613381711770592,0.04727437077945057
1608,Import duties collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04701586017324828,0.04727437077945057
1609,Import duties collected on behalf of the SACU Common Revenue Pool,2013,600000,0.04692415049787753,0.04727437077945057
1610,Import duties collected on behalf of the SACU Common Revenue Pool,2014,600000,0.0456633674852697,0.04727437077945057
1611,Import duties collected on behalf of the SACU Common Revenue Pool,2015,600000,0.05061263963348134,0.04727437077945057
1612,Import duties collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04875974415300815,0.04727437077945057
1613,Import duties collected on behalf of the SACU Common Revenue Pool,2017,600000,0.04937065860448278,0.04727437077945057
1614,Import duties collected on behalf of the SACU Common Revenue Pool,2018,600000,0.05059493776593431,0.04727437077945057
1615,Import duties collected on behalf of the SACU Common Revenue Pool,2019,600000,0.05068584735689616,0.04727437077945057
1616,Import duties collected on behalf of the SACU Common Revenue Pool,2020,600000,0.04868678645597111,0.04727437077945057
1617,Import duties collected on behalf of the SACU Common Revenue Pool,2021,600000,0.050030528220727295,0.04727437077945057
1618,Import duties collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04624117844432588,0.04727437077945057
1619,Import duties collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04421656484759143,0.04727437077945057
1620,Import duties collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04422116533294263,0.04727437077945057
1621,Import duties collected on behalf of the SACU Common Revenue Pool,2007,600000,0.044884685334302774,0.04727437077945057
1622,Import duties collected on behalf of the SACU Common Revenue Pool,2008,600000,0.04494209139064172,0.04727437077945057
1623,Import duties collected on behalf of the SACU Common Revenue Pool,2009,600000,0.044606856023310465,0.04727437077945057
1624,Import duties collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04495344258819306,0.04727437077945057
1625,Import duties collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04613381711770592,0.04727437077945057
1626,Import duties collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04701586017324828,0.04727437077945057
1627,Import duties collected on behalf of the SACU Common Revenue Pool,2013,600000,0.04692415049787753,0.04727437077945057
1628,Import duties collected on behalf of the SACU Common Revenue Pool,2014,600000,0.048057720089469444,0.04727437077945057
1629,Import duties collected on behalf of the SACU Common Revenue Pool,2015,600000,0.04705372416789972,0.04727437077945057
1630,Import duties collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04875974415300815,0.04727437077945057
1631,Import duties collected on behalf of the SACU Common Revenue Pool,2017,600000,0.04937065860448278,0.04727437077945057
1632,Import duties collected on behalf of the SACU Common Revenue Pool,2018,600000,0.04520063866737942,0.04727437077945057
1633,Import duties collected on behalf of the SACU Common Revenue Pool,2019,600000,0.05068584735689616,0.04727437077945057
1634,Import duties collected on behalf of the SACU Common Revenue Pool,2020,600000,0.04868678645597111,0.04727437077945057
1635,Import duties collected on behalf of the SACU Common Revenue Pool,2021,600000,0.04512826103153883,0.04727437077945057
1636,VAT - Domestic (Gross),2004,600000,0.06651511734487989,0.12242502139531276
1637,VAT - Domestic (Gross),2005,600000,0.06648271392631924,0.12242502139531276
1638,VAT - Domestic (Gross),2006,600000,0.06944002592273485,0.12242502139531276
1639,VAT - Domestic (Gross),2007,600000,0.07420672880988945,0.12242502139531276
1640,VAT - Domestic (Gross),2008,600000,0.08291429745838186,0.12242502139531276
1641,VAT - Domestic (Gross),2009,600000,0.08520783942705956,0.12242502139531276
1642,VAT - Domestic (Gross),2010,600000,0.10301575816248616,0.12242502139531276
1643,VAT - Domestic (Gross),2011,600000,0.11176642135745322,0.12242502139531276
1644,VAT - Domestic (Gross),2012,600000,0.1173984855402245,0.12242502139531276
1645,VAT - Domestic (Gross),2013,600000,0.12620057416057395,0.12242502139531276
1646,VAT - Domestic (Gross),2014,600000,0.1336329482760431,0.12242502139531276
1647,VAT - Domestic (Gross),2015,600000,0.1443833524436828,0.12242502139531276
1648,VAT - Domestic (Gross),2016,600000,0.1498798123201998,0.12242502139531276
1649,VAT - Domestic (Gross),2017,600000,0.15587364466951265,0.12242502139531276
1650,VAT - Domestic (Gross),2018,600000,0.17742571841329258,0.12242502139531276
1651,VAT - Domestic (Gross),2019,600000,0.17617407636505655,0.12242502139531276
1652,VAT - Domestic (Gross),2020,600000,0.16446416096898223,0.12242502139531276
1653,VAT - Domestic (Gross),2021,600000,0.20040109231523928,0.12242502139531276
1654,VAT - Domestic (Refunds),2004,600000,0.040819106415726863,0.02305413776708999
1655,VAT - Domestic (Refunds),2005,600000,0.040367858809104366,0.02305413776708999
1656,VAT - Domestic (Refunds),2006,600000,0.03944836180217014,0.02305413776708999
1657,VAT - Domestic (Refunds),2007,600000,0.043337172071653565,0.02305413776708999
1658,VAT - Domestic (Refunds),2008,600000,0.03471201211727838,0.02305413776708999
1659,VAT - Domestic (Refunds),2009,600000,0.03508725170505489,0.02305413776708999
1660,VAT - Domestic (Refunds),2010,600000,0.03144286722249198,0.02305413776708999
1661,VAT - Domestic (Refunds),2011,600000,0.02878458677390465,0.02305413776708999
1662,VAT - Domestic (Refunds),2012,600000,0.02286296204249549,0.02305413776708999
1663,VAT - Domestic (Refunds),2013,600000,0.025772118958550132,0.02305413776708999
1664,VAT - Domestic (Refunds),2014,600000,0.023633793365200034,0.02305413776708999
1665,VAT - Domestic (Refunds),2015,600000,0.015034086096083144,0.02305413776708999
1666,VAT - Domestic (Refunds),2016,600000,0.009592211978363727,0.02305413776708999
1667,VAT - Domestic (Refunds),2017,600000,0.011748939513118638,0.02305413776708999
1668,VAT - Domestic (Refunds),2018,600000,0.009254326331427969,0.02305413776708999
1669,VAT - Domestic (Refunds),2019,600000,0.0,0.02305413776708999
1670,VAT - Domestic (Refunds),2020,600000,0.03611151976533524,0.02305413776708999
1671,VAT - Domestic (Refunds),2021,600000,0.00032248402206433435,0.02305413776708999
1672,VAT - Domestic (Gross),2004,600000,0.06651511734487989,0.12242502139531276
1673,VAT - Domestic (Gross),2005,600000,0.06648271392631924,0.12242502139531276
1674,VAT - Domestic (Gross),2006,600000,0.07541299607108551,0.12242502139531276
1675,VAT - Domestic (Gross),2007,600000,0.07420672880988945,0.12242502139531276
1676,VAT - Domestic (Gross),2008,600000,0.08291429745838186,0.12242502139531276
1677,VAT - Domestic (Gross),2009,600000,0.08520783942705956,0.12242502139531276
1678,VAT - Domestic (Gross),2010,600000,0.09562073798785772,0.12242502139531276
1679,VAT - Domestic (Gross),2011,600000,0.10158816755167671,0.12242502139531276
1680,VAT - Domestic (Gross),2012,600000,0.1173984855402245,0.12242502139531276
1681,VAT - Domestic (Gross),2013,600000,0.1199210516709513,0.12242502139531276
1682,VAT - Domestic (Gross),2014,600000,0.1336329482760431,0.12242502139531276
1683,VAT - Domestic (Gross),2015,600000,0.1443833524436828,0.12242502139531276
1684,VAT - Domestic (Gross),2016,600000,0.1498798123201998,0.12242502139531276
1685,VAT - Domestic (Gross),2017,600000,0.15587364466951265,0.12242502139531276
1686,VAT - Domestic (Gross),2018,600000,0.1786946722879264,0.12242502139531276
1687,VAT - Domestic (Gross),2019,600000,0.18721660135144258,0.12242502139531276
1688,VAT - Domestic (Gross),2020,600000,0.16446416096898223,0.12242502139531276
1689,VAT - Domestic (Gross),2021,600000,0.18465037061409978,0.12242502139531276
1690,VAT - Domestic (Refunds),2004,600000,0.04283355894046822,0.02305413776708999
1691,VAT - Domestic (Refunds),2005,600000,0.040367858809104366,0.02305413776708999
1692,VAT - Domestic (Refunds),2006,600000,0.03944836180217014,0.02305413776708999
1693,VAT - Domestic (Refunds),2007,600000,0.043337172071653565,0.02305413776708999
1694,VAT - Domestic (Refunds),2008,600000,0.03471201211727838,0.02305413776708999
1695,VAT - Domestic (Refunds),2009,600000,0.03508725170505489,0.02305413776708999
1696,VAT - Domestic (Refunds),2010,600000,0.04095831110182124,0.02305413776708999
1697,VAT - Domestic (Refunds),2011,600000,0.02878458677390465,0.02305413776708999
1698,VAT - Domestic (Refunds),2012,600000,0.03924233006582195,0.02305413776708999
1699,VAT - Domestic (Refunds),2013,600000,0.025772118958550132,0.02305413776708999
1700,VAT - Domestic (Refunds),2014,600000,0.023633793365200034,0.02305413776708999
1701,VAT - Domestic (Refunds),2015,600000,0.015034086096083144,0.02305413776708999
1702,VAT - Domestic (Refunds),2016,600000,0.009592211978363727,0.02305413776708999
1703,VAT - Domestic (Refunds),2017,600000,0.011748939513118638,0.02305413776708999
1704,VAT - Domestic (Refunds),2018,600000,0.009254326331427969,0.02305413776708999
1705,VAT - Domestic (Refunds),2019,600000,0.0,0.02305413776708999
1706,VAT - Domestic (Refunds),2020,600000,0.00720891054006198,0.02305413776708999
1707,VAT - Domestic (Refunds),2021,600000,0.00032248402206433435,0.02305413776708999
